transaction_id,vin,fuel_liters,odometer_reading,timestamp
TXN6383,VIN0002,45.87,10880.09,2026-01-02 00:00:00
TXN7132,VIN0002,91.55,11329.05,2026-01-03 00:00:00
TXN9284,VIN0002,74.6,11574.8,2026-01-04 00:00:00
TXN7917,VIN0002,84.23,12157.82,2026-01-05 00:00:00
TXN1591,VIN0002,57.81,12434.5,2026-01-06 00:00:00
TXN7241,VIN0002,91.03,12671.16,2026-01-07 00:00:00
TXN2724,VIN0002,83.28,13114.24,2026-01-08 00:00:00
TXN4001,VIN0002,41.93,13342.67,2026-01-09 00:00:00
TXN3890,VIN0002,43.96,13848.12,2026-01-10 00:00:00
TXN1951,VIN0002,60.94,14428.64,2026-01-11 00:00:00
TXN5887,VIN0002,59.04,14824.43,2026-01-12 00:00:00
TXN1309,VIN0002,111.75,15036.39,2026-01-13 00:00:00
TXN1502,VIN0002,82.08,15410.42,2026-01-14 00:00:00
TXN2394,VIN0002,92.1,15664.69,2026-01-15 00:00:00
TXN1673,VIN0002,61.16,16023.36,2026-01-16 00:00:00
TXN7799,VIN0002,77.42,16376.21,2026-01-17 00:00:00
TXN5178,VIN0002,76.77,16650.21,2026-01-18 00:00:00
TXN8845,VIN0002,84.62,17185.55,2026-01-19 00:00:00
TXN9667,VIN0002,61.06,17664.59,2026-01-20 00:00:00
TXN7161,VIN0002,49.44,18144.94,2026-01-21 00:00:00
TXN5406,VIN0002,45.43,18503.09,2026-01-22 00:00:00
TXN3794,VIN0002,48.85,19054.51,2026-01-23 00:00:00
TXN2655,VIN0002,105.07,19594.07,2026-01-24 00:00:00
TXN5260,VIN0002,51.3,20105.31,2026-01-25 00:00:00
TXN2313,VIN0002,66.83,20485.67,2026-01-26 00:00:00
TXN2003,VIN0002,64.52,21060.83,2026-01-27 00:00:00
TXN5323,VIN0002,42.66,21304.59,2026-01-28 00:00:00
TXN6904,VIN0002,97.24,21708.0,2026-01-29 00:00:00
TXN4259,VIN0002,96.39,22254.72,2026-01-30 00:00:00
TXN5281,VIN0003,58.55,10569.39,2026-01-01 00:00:00
TXN3350,VIN0003,101.61,10987.96,2026-01-02 00:00:00
TXN6455,VIN0003,64.19,11273.26,2026-01-03 00:00:00
TXN2212,VIN0003,109.08,11788.7,2026-01-04 00:00:00
TXN1484,VIN0003,45.52,12265.39,2026-01-05 00:00:00
TXN8910,VIN0003,89.54,12501.93,2026-01-06 00:00:00
TXN8594,VIN0003,80.78,13069.45,2026-01-07 00:00:00
TXN8552,VIN0003,115.56,13326.85,2026-01-08 00:00:00
TXN6708,VIN0003,114.82,13596.41,2026-01-09 00:00:00
TXN4960,VIN0003,105.02,13900.28,2026-01-10 00:00:00
TXN5679,VIN0003,63.88,14332.6,2026-01-11 00:00:00
TXN8935,VIN0003,43.0,14876.07,2026-01-12 00:00:00
TXN3674,VIN0003,40.87,15295.22,2026-01-13 00:00:00
TXN3473,VIN0003,71.77,15591.01,2026-01-14 00:00:00
TXN2720,VIN0003,92.86,15859.04,2026-01-15 00:00:00
TXN1866,VIN0003,64.84,16415.57,2026-01-16 00:00:00
TXN3128,VIN0003,98.62,16891.06,2026-01-17 00:00:00
TXN4397,VIN0003,78.86,17135.32,2026-01-18 00:00:00
TXN7176,VIN0003,64.67,17577.95,2026-01-19 00:00:00
TXN7976,VIN0003,113.68,18135.41,2026-01-20 00:00:00
TXN3323,VIN0003,78.93,18582.64,2026-01-21 00:00:00
TXN3005,VIN0003,75.28,18936.21,2026-01-22 00:00:00
TXN7515,VIN0003,63.99,19350.73,2026-01-23 00:00:00
TXN2350,VIN0003,91.53,19784.45,2026-01-24 00:00:00
TXN6014,VIN0003,48.41,19985.51,2026-01-25 00:00:00
TXN8611,VIN0003,108.71,20320.05,2026-01-26 00:00:00
TXN9188,VIN0003,112.5,20588.5,2026-01-27 00:00:00
TXN2676,VIN0003,77.61,21181.37,2026-01-28 00:00:00
TXN7687,VIN0003,117.84,21706.27,2026-01-29 00:00:00
TXN8325,VIN0003,103.12,21946.43,2026-01-30 00:00:00
TXN1486,VIN0004,100.2,10278.56,2026-01-01 00:00:00
TXN8661,VIN0004,58.21,10825.9,2026-01-02 00:00:00
TXN9243,VIN0004,87.54,11271.58,2026-01-03 00:00:00
TXN3948,VIN0004,113.56,11506.71,2026-01-04 00:00:00
TXN1842,VIN0004,74.23,11778.66,2026-01-05 00:00:00
TXN3189,VIN0004,81.21,12131.13,2026-01-06 00:00:00
TXN9705,VIN0004,107.39,12515.87,2026-01-07 00:00:00
TXN8119,VIN0004,70.94,12890.89,2026-01-08 00:00:00
TXN3801,VIN0004,62.54,13384.53,2026-01-09 00:00:00
TXN1083,VIN0004,80.19,13729.24,2026-01-10 00:00:00
TXN1105,VIN0004,108.65,14325.11,2026-01-11 00:00:00
TXN4194,VIN0004,61.58,14911.62,2026-01-12 00:00:00
TXN9045,VIN0004,41.15,15319.97,2026-01-13 00:00:00
TXN4905,VIN0004,54.69,15880.78,2026-01-14 00:00:00
TXN9582,VIN0004,81.78,16170.33,2026-01-15 00:00:00
TXN2761,VIN0004,96.07,16450.3,2026-01-16 00:00:00
TXN5818,VIN0004,89.93,16813.81,2026-01-17 00:00:00
TXN5156,VIN0004,57.13,17351.2,2026-01-18 00:00:00
TXN2933,VIN0004,83.39,17899.12,2026-01-19 00:00:00
TXN3448,VIN0004,40.35,18277.34,2026-01-20 00:00:00
TXN9656,VIN0004,104.77,18675.15,2026-01-21 00:00:00
TXN2184,VIN0004,70.06,18982.14,2026-01-22 00:00:00
TXN2152,VIN0004,70.16,19183.54,2026-01-23 00:00:00
TXN9313,VIN0004,118.31,19702.92,2026-01-24 00:00:00
TXN2125,VIN0004,92.65,20211.21,2026-01-25 00:00:00
TXN8241,VIN0004,66.15,20628.06,2026-01-26 00:00:00
TXN1915,VIN0004,87.44,21211.99,2026-01-27 00:00:00
TXN4593,VIN0004,60.43,21564.35,2026-01-28 00:00:00
TXN1993,VIN0004,53.11,22089.81,2026-01-29 00:00:00
TXN3142,VIN0004,119.07,22294.43,2026-01-30 00:00:00
TXN6112,VIN0005,52.33,10490.69,2026-01-01 00:00:00
TXN6480,VIN0005,104.88,10820.24,2026-01-02 00:00:00
TXN7267,VIN0005,48.12,11261.02,2026-01-03 00:00:00
TXN9903,VIN0005,81.87,11721.33,2026-01-04 00:00:00
TXN9375,VIN0005,95.7,12301.28,2026-01-05 00:00:00
TXN1562,VIN0005,49.39,12854.12,2026-01-06 00:00:00
TXN4368,VIN0005,75.82,13227.93,2026-01-07 00:00:00
TXN7202,VIN0005,68.78,13551.89,2026-01-08 00:00:00
TXN8067,VIN0005,75.97,14124.61,2026-01-09 00:00:00
TXN9757,VIN0005,111.39,14445.24,2026-01-10 00:00:00
TXN7387,VIN0005,44.92,14851.06,2026-01-11 00:00:00
TXN8818,VIN0005,44.25,15352.12,2026-01-12 00:00:00
TXN5164,VIN0005,55.04,15588.93,2026-01-13 00:00:00
TXN2611,VIN0005,80.88,15970.48,2026-01-14 00:00:00
TXN2865,VIN0005,51.75,16526.94,2026-01-15 00:00:00
TXN5807,VIN0005,113.37,17075.61,2026-01-16 00:00:00
TXN9281,VIN0005,114.96,17539.79,2026-01-17 00:00:00
TXN7039,VIN0005,116.44,17905.84,2026-01-18 00:00:00
TXN5012,VIN0005,118.38,18281.51,2026-01-19 00:00:00
TXN5305,VIN0005,95.22,18733.59,2026-01-20 00:00:00
TXN1112,VIN0005,88.64,19063.69,2026-01-21 00:00:00
TXN4669,VIN0005,85.25,19365.0,2026-01-22 00:00:00
TXN7933,VIN0005,52.5,19915.74,2026-01-23 00:00:00
TXN1401,VIN0005,83.39,20220.59,2026-01-24 00:00:00
TXN9051,VIN0005,102.91,20422.5,2026-01-25 00:00:00
TXN3128,VIN0005,103.84,20701.4,2026-01-26 00:00:00
TXN6772,VIN0005,55.11,21154.54,2026-01-27 00:00:00
TXN2164,VIN0005,60.99,21569.65,2026-01-28 00:00:00
TXN4429,VIN0005,119.14,22046.72,2026-01-29 00:00:00
TXN4488,VIN0005,43.44,22501.08,2026-01-30 00:00:00
TXN6761,VIN0006,105.94,10215.5,2026-01-01 00:00:00
TXN1233,VIN0006,49.87,10809.07,2026-01-02 00:00:00
TXN2843,VIN0006,119.2,11153.85,2026-01-03 00:00:00
TXN2579,VIN0006,99.5,11377.57,2026-01-04 00:00:00
TXN9122,VIN0006,63.78,11859.66,2026-01-05 00:00:00
TXN4325,VIN0006,92.74,12439.81,2026-01-06 00:00:00
TXN3570,VIN0006,102.11,12893.13,2026-01-07 00:00:00
TXN5202,VIN0006,93.37,13181.95,2026-01-08 00:00:00
TXN6514,VIN0006,69.49,13482.28,2026-01-09 00:00:00
TXN8905,VIN0006,98.33,14000.59,2026-01-10 00:00:00
TXN2082,VIN0006,107.22,14559.05,2026-01-11 00:00:00
TXN6304,VIN0006,64.45,14810.87,2026-01-12 00:00:00
TXN6088,VIN0006,70.52,15348.99,2026-01-13 00:00:00
TXN9247,VIN0006,76.92,15573.94,2026-01-14 00:00:00
TXN9271,VIN0006,76.37,16148.48,2026-01-15 00:00:00
TXN1450,VIN0006,100.57,16668.61,2026-01-16 00:00:00
TXN8839,VIN0006,119.49,17134.4,2026-01-17 00:00:00
TXN2133,VIN0006,117.0,17688.01,2026-01-18 00:00:00
TXN7348,VIN0006,58.84,18257.53,2026-01-19 00:00:00
TXN6619,VIN0006,95.26,18810.45,2026-01-20 00:00:00
TXN6345,VIN0006,76.82,19168.66,2026-01-21 00:00:00
TXN9953,VIN0006,92.74,19673.48,2026-01-22 00:00:00
TXN6847,VIN0006,110.39,20100.83,2026-01-23 00:00:00
TXN7582,VIN0006,86.47,20640.59,2026-01-24 00:00:00
TXN1914,VIN0006,91.32,20996.09,2026-01-25 00:00:00
TXN7731,VIN0006,85.19,21385.11,2026-01-26 00:00:00
TXN8709,VIN0006,59.41,21698.61,2026-01-27 00:00:00
TXN4182,VIN0006,101.31,22135.76,2026-01-28 00:00:00
TXN7652,VIN0006,52.31,22707.26,2026-01-29 00:00:00
TXN3054,VIN0006,99.91,23087.12,2026-01-30 00:00:00
TXN5368,VIN0007,77.19,10509.36,2026-01-01 00:00:00
TXN4945,VIN0007,91.58,11045.51,2026-01-02 00:00:00
TXN7578,VIN0007,107.03,11457.53,2026-01-03 00:00:00
TXN1559,VIN0007,67.54,11715.49,2026-01-04 00:00:00
TXN1908,VIN0007,115.84,12243.39,2026-01-05 00:00:00
TXN3931,VIN0007,60.32,12610.81,2026-01-06 00:00:00
TXN5163,VIN0007,48.78,13054.31,2026-01-07 00:00:00
TXN5372,VIN0007,108.51,13303.5,2026-01-08 00:00:00
TXN1310,VIN0007,98.15,13783.03,2026-01-09 00:00:00
TXN4368,VIN0007,46.85,14097.06,2026-01-10 00:00:00
TXN8632,VIN0007,71.29,14457.41,2026-01-11 00:00:00
TXN4152,VIN0007,107.38,14791.36,2026-01-12 00:00:00
TXN8924,VIN0007,110.4,15308.36,2026-01-13 00:00:00
TXN5055,VIN0007,108.48,15600.64,2026-01-14 00:00:00
TXN1957,VIN0007,56.61,15990.4,2026-01-15 00:00:00
TXN5962,VIN0007,71.7,16215.92,2026-01-16 00:00:00
TXN9975,VIN0007,96.08,16748.69,2026-01-17 00:00:00
TXN2253,VIN0007,105.21,16998.17,2026-01-18 00:00:00
TXN1443,VIN0007,75.36,17215.69,2026-01-19 00:00:00
TXN3154,VIN0007,42.84,17532.18,2026-01-20 00:00:00
TXN4177,VIN0007,87.17,18096.72,2026-01-21 00:00:00
TXN2493,VIN0007,111.79,18448.56,2026-01-22 00:00:00
TXN8490,VIN0007,46.04,18901.64,2026-01-23 00:00:00
TXN3257,VIN0007,55.93,19173.71,2026-01-24 00:00:00
TXN1199,VIN0007,90.74,19712.11,2026-01-25 00:00:00
TXN5279,VIN0007,57.4,20144.42,2026-01-26 00:00:00
TXN7379,VIN0007,55.91,20517.8,2026-01-27 00:00:00
TXN7919,VIN0007,114.9,20868.47,2026-01-28 00:00:00
TXN6204,VIN0007,112.31,21410.62,2026-01-29 00:00:00
TXN4159,VIN0007,115.62,21812.11,2026-01-30 00:00:00
TXN9612,VIN0008,83.99,10247.4,2026-01-01 00:00:00
TXN7671,VIN0008,47.27,10799.99,2026-01-02 00:00:00
TXN3255,VIN0008,119.72,11297.05,2026-01-03 00:00:00
TXN3015,VIN0008,68.81,11830.02,2026-01-04 00:00:00
TXN9749,VIN0008,56.07,12354.29,2026-01-05 00:00:00
TXN9964,VIN0008,112.89,12709.51,2026-01-06 00:00:00
TXN1383,VIN0008,61.24,13170.8,2026-01-07 00:00:00
TXN5781,VIN0008,81.21,13722.34,2026-01-08 00:00:00
TXN4991,VIN0008,119.06,14166.89,2026-01-09 00:00:00
TXN3281,VIN0008,110.49,14421.3,2026-01-10 00:00:00
TXN2590,VIN0008,68.34,14871.86,2026-01-11 00:00:00
TXN7109,VIN0008,90.7,15437.45,2026-01-12 00:00:00
TXN6458,VIN0008,60.09,15718.24,2026-01-13 00:00:00
TXN6182,VIN0008,97.26,16176.59,2026-01-14 00:00:00
TXN9826,VIN0008,82.25,16727.75,2026-01-15 00:00:00
TXN8124,VIN0008,107.68,16992.97,2026-01-16 00:00:00
TXN3045,VIN0008,59.5,17591.04,2026-01-17 00:00:00
TXN6535,VIN0008,101.8,18095.33,2026-01-18 00:00:00
TXN9398,VIN0008,68.31,18406.73,2026-01-19 00:00:00
TXN8251,VIN0008,87.49,18657.78,2026-01-20 00:00:00
TXN3868,VIN0008,40.92,19055.74,2026-01-21 00:00:00
TXN8690,VIN0008,105.83,19340.47,2026-01-22 00:00:00
TXN4055,VIN0008,42.43,19821.11,2026-01-23 00:00:00
TXN5012,VIN0008,49.87,20402.2,2026-01-24 00:00:00
TXN9360,VIN0008,111.29,20971.04,2026-01-25 00:00:00
TXN7212,VIN0008,70.41,21278.78,2026-01-26 00:00:00
TXN8026,VIN0008,83.12,21498.05,2026-01-27 00:00:00
TXN3460,VIN0008,119.32,21944.52,2026-01-28 00:00:00
TXN5295,VIN0008,84.71,22289.49,2026-01-29 00:00:00
TXN2723,VIN0008,101.79,22744.61,2026-01-30 00:00:00
TXN3906,VIN0009,119.73,10402.23,2026-01-01 00:00:00
TXN5374,VIN0009,105.02,10846.98,2026-01-02 00:00:00
TXN5854,VIN0009,98.81,11405.06,2026-01-03 00:00:00
TXN1042,VIN0009,67.08,11880.41,2026-01-04 00:00:00
TXN3492,VIN0009,78.6,12478.68,2026-01-05 00:00:00
TXN8955,VIN0009,42.01,12756.81,2026-01-06 00:00:00
TXN9953,VIN0009,66.35,13019.78,2026-01-07 00:00:00
TXN3926,VIN0009,40.83,13389.16,2026-01-08 00:00:00
TXN1368,VIN0009,63.23,13915.16,2026-01-09 00:00:00
TXN5718,VIN0009,117.75,14232.19,2026-01-10 00:00:00
TXN7966,VIN0009,46.03,14544.47,2026-01-11 00:00:00
TXN3967,VIN0009,96.67,14772.24,2026-01-12 00:00:00
TXN7746,VIN0009,95.16,15349.15,2026-01-13 00:00:00
TXN8295,VIN0009,110.82,15876.47,2026-01-14 00:00:00
TXN1332,VIN0009,91.15,16302.13,2026-01-15 00:00:00
TXN3633,VIN0009,61.5,16583.49,2026-01-16 00:00:00
TXN5095,VIN0009,82.84,17142.64,2026-01-17 00:00:00
TXN2844,VIN0009,55.84,17593.63,2026-01-18 00:00:00
TXN4512,VIN0009,95.47,17829.81,2026-01-19 00:00:00
TXN2500,VIN0009,96.24,18151.77,2026-01-20 00:00:00
TXN4614,VIN0009,99.72,18511.56,2026-01-21 00:00:00
TXN7191,VIN0009,98.66,18725.84,2026-01-22 00:00:00
TXN9687,VIN0009,69.68,19006.22,2026-01-23 00:00:00
TXN6827,VIN0009,63.74,19322.05,2026-01-24 00:00:00
TXN8302,VIN0009,95.32,19536.93,2026-01-25 00:00:00
TXN5470,VIN0009,92.22,20134.45,2026-01-26 00:00:00
TXN6013,VIN0009,75.42,20427.72,2026-01-27 00:00:00
TXN7464,VIN0009,78.22,20804.26,2026-01-28 00:00:00
TXN1352,VIN0009,70.01,21281.53,2026-01-29 00:00:00
TXN2211,VIN0009,60.39,21723.43,2026-01-30 00:00:00
TXN1943,VIN0010,112.52,10440.39,2026-01-01 00:00:00
TXN2479,VIN0010,118.46,10813.08,2026-01-02 00:00:00
TXN8261,VIN0010,90.0,11225.53,2026-01-03 00:00:00
TXN5816,VIN0010,53.26,11445.78,2026-01-04 00:00:00
TXN3084,VIN0010,92.51,12003.12,2026-01-05 00:00:00
TXN7483,VIN0010,106.57,12508.19,2026-01-06 00:00:00
TXN9309,VIN0010,61.09,12777.3,2026-01-07 00:00:00
TXN7961,VIN0010,75.35,13174.83,2026-01-08 00:00:00
TXN2776,VIN0010,112.61,13729.7,2026-01-09 00:00:00
TXN7930,VIN0010,89.96,14172.44,2026-01-10 00:00:00
TXN1712,VIN0010,119.07,14615.66,2026-01-11 00:00:00
TXN5263,VIN0010,86.9,14827.58,2026-01-12 00:00:00
TXN4371,VIN0010,91.55,15150.22,2026-01-13 00:00:00
TXN8988,VIN0010,83.69,15557.51,2026-01-14 00:00:00
TXN1764,VIN0010,74.48,16127.44,2026-01-15 00:00:00
TXN8093,VIN0010,54.95,16684.18,2026-01-16 00:00:00
TXN1894,VIN0010,68.83,16889.79,2026-01-17 00:00:00
TXN6503,VIN0010,63.43,17114.08,2026-01-18 00:00:00
TXN6628,VIN0010,45.87,17567.67,2026-01-19 00:00:00
TXN5270,VIN0010,64.89,18003.6,2026-01-20 00:00:00
TXN3640,VIN0010,61.86,18474.22,2026-01-21 00:00:00
TXN4854,VIN0010,93.54,18890.58,2026-01-22 00:00:00
TXN8150,VIN0010,117.36,19453.28,2026-01-23 00:00:00
TXN4867,VIN0010,75.7,20027.0,2026-01-24 00:00:00
TXN3864,VIN0010,63.58,20305.05,2026-01-25 00:00:00
TXN4864,VIN0010,118.69,20530.08,2026-01-26 00:00:00
TXN1522,VIN0010,108.71,20895.78,2026-01-27 00:00:00
TXN2898,VIN0010,101.96,21268.14,2026-01-28 00:00:00
TXN4964,VIN0010,72.88,21762.77,2026-01-29 00:00:00
TXN8782,VIN0010,119.48,22030.94,2026-01-30 00:00:00
TXN6954,VIN0011,82.51,10360.52,2026-01-01 00:00:00
TXN7927,VIN0011,51.31,10840.89,2026-01-02 00:00:00
TXN6752,VIN0011,97.4,11318.73,2026-01-03 00:00:00
TXN6547,VIN0011,96.5,11802.08,2026-01-04 00:00:00
TXN8332,VIN0011,54.24,12389.37,2026-01-05 00:00:00
TXN4390,VIN0011,56.05,12735.16,2026-01-06 00:00:00
TXN1793,VIN0011,102.87,13102.52,2026-01-07 00:00:00
TXN5504,VIN0011,80.35,13667.05,2026-01-08 00:00:00
TXN4686,VIN0011,109.51,14241.81,2026-01-09 00:00:00
TXN4760,VIN0011,118.2,14455.82,2026-01-10 00:00:00
TXN8526,VIN0011,85.24,14914.92,2026-01-11 00:00:00
TXN5685,VIN0011,74.84,15464.64,2026-01-12 00:00:00
TXN7283,VIN0011,40.34,15666.6,2026-01-13 00:00:00
TXN5905,VIN0011,94.78,16250.88,2026-01-14 00:00:00
TXN5852,VIN0011,116.76,16631.06,2026-01-15 00:00:00
TXN2725,VIN0011,58.58,17006.45,2026-01-16 00:00:00
TXN7604,VIN0011,114.87,17236.64,2026-01-17 00:00:00
TXN8863,VIN0011,96.24,17831.8,2026-01-18 00:00:00
TXN3204,VIN0011,95.92,18422.0,2026-01-19 00:00:00
TXN1312,VIN0011,57.76,18670.7,2026-01-20 00:00:00
TXN9593,VIN0011,117.81,19056.47,2026-01-21 00:00:00
TXN9460,VIN0011,62.44,19630.17,2026-01-22 00:00:00
TXN7434,VIN0011,51.48,20002.31,2026-01-23 00:00:00
TXN6005,VIN0011,56.04,20481.43,2026-01-24 00:00:00
TXN5999,VIN0011,42.96,20867.54,2026-01-25 00:00:00
TXN7187,VIN0011,54.79,21353.45,2026-01-26 00:00:00
TXN4576,VIN0011,57.61,21560.42,2026-01-27 00:00:00
TXN3336,VIN0011,77.2,21814.86,2026-01-28 00:00:00
TXN5050,VIN0011,85.03,22257.29,2026-01-29 00:00:00
TXN4384,VIN0011,89.79,22513.8,2026-01-30 00:00:00
TXN3274,VIN0012,108.2,10344.86,2026-01-01 00:00:00
TXN8749,VIN0012,41.18,10647.37,2026-01-02 00:00:00
TXN7558,VIN0012,68.75,10990.43,2026-01-03 00:00:00
TXN3077,VIN0012,64.76,11318.08,2026-01-04 00:00:00
TXN7565,VIN0012,114.62,11831.58,2026-01-05 00:00:00
TXN7744,VIN0012,64.57,12090.92,2026-01-06 00:00:00
TXN4207,VIN0012,45.12,12406.32,2026-01-07 00:00:00
TXN1299,VIN0012,95.51,12984.74,2026-01-08 00:00:00
TXN5254,VIN0012,41.27,13421.9,2026-01-09 00:00:00
TXN5601,VIN0012,119.19,13777.01,2026-01-10 00:00:00
TXN6529,VIN0012,84.89,14025.51,2026-01-11 00:00:00
TXN3451,VIN0012,56.87,14617.48,2026-01-12 00:00:00
TXN1201,VIN0012,50.0,15126.62,2026-01-13 00:00:00
TXN8882,VIN0012,65.7,15398.8,2026-01-14 00:00:00
TXN8400,VIN0012,74.97,15711.89,2026-01-15 00:00:00
TXN3876,VIN0012,113.49,16035.33,2026-01-16 00:00:00
TXN8343,VIN0012,40.61,16294.14,2026-01-17 00:00:00
TXN7903,VIN0012,98.64,16834.68,2026-01-18 00:00:00
TXN3502,VIN0012,80.02,17288.38,2026-01-19 00:00:00
TXN3525,VIN0012,91.52,17727.06,2026-01-20 00:00:00
TXN8300,VIN0012,111.59,18161.7,2026-01-21 00:00:00
TXN9018,VIN0012,62.45,18612.69,2026-01-22 00:00:00
TXN3531,VIN0012,105.56,18858.32,2026-01-23 00:00:00
TXN6815,VIN0012,71.18,19271.86,2026-01-24 00:00:00
TXN9805,VIN0012,48.91,19647.38,2026-01-25 00:00:00
TXN6222,VIN0012,42.03,20215.57,2026-01-26 00:00:00
TXN6085,VIN0012,108.35,20696.26,2026-01-27 00:00:00
TXN9952,VIN0012,72.87,21086.9,2026-01-28 00:00:00
TXN3329,VIN0012,119.81,21461.86,2026-01-29 00:00:00
TXN3016,VIN0012,58.56,21960.14,2026-01-30 00:00:00
TXN5693,VIN0013,69.8,10490.19,2026-01-01 00:00:00
TXN1239,VIN0013,108.26,10913.96,2026-01-02 00:00:00
TXN8887,VIN0013,104.41,11295.23,2026-01-03 00:00:00
TXN7030,VIN0013,98.95,11700.23,2026-01-04 00:00:00
TXN7809,VIN0013,53.32,12123.6,2026-01-05 00:00:00
TXN7250,VIN0013,119.83,12359.7,2026-01-06 00:00:00
TXN9613,VIN0013,109.3,12751.48,2026-01-07 00:00:00
TXN2589,VIN0013,91.45,13118.31,2026-01-08 00:00:00
TXN3506,VIN0013,70.42,13491.05,2026-01-09 00:00:00
TXN7770,VIN0013,74.89,13767.31,2026-01-10 00:00:00
TXN1745,VIN0013,55.66,14080.43,2026-01-11 00:00:00
TXN6419,VIN0013,53.52,14569.54,2026-01-12 00:00:00
TXN4427,VIN0013,117.18,14928.12,2026-01-13 00:00:00
TXN1768,VIN0013,110.04,15512.65,2026-01-14 00:00:00
TXN2666,VIN0013,54.4,16001.97,2026-01-15 00:00:00
TXN8174,VIN0013,117.74,16219.46,2026-01-16 00:00:00
TXN9585,VIN0013,107.59,16755.33,2026-01-17 00:00:00
TXN4834,VIN0013,89.53,16995.02,2026-01-18 00:00:00
TXN3956,VIN0013,70.69,17308.8,2026-01-19 00:00:00
TXN9770,VIN0013,112.06,17767.66,2026-01-20 00:00:00
